index,x_m,y_m,z_m
448,410.51703206412816,410.5160320641281,50.204127955911815
449,411.320639278557,411.319639278557,50.19700799599198
450,412.12424649298583,412.12324649298586,50.18988803607215
451,412.9278537074147,412.92685370741475,50.1827680761523
452,413.73146092184356,413.7304609218436,50.17564811623246
453,414.53506813627246,414.5340681362724,50.16852815631263
454,415.33867535070124,415.33767535070126,50.16140819639279
455,416.1422825651302,416.14128256513015,50.15428823647295
456,416.945889779559,416.944889779559,50.1471682765531
457,417.74949699398786,417.7484969939879,50.140048316633255
458,418.5531042084167,418.55210420841667,50.13292835671343
459,419.3567114228456,419.35571142284556,50.125808396793595
460,420.16031863727443,420.1593186372744,50.118688436873754
461,420.96392585170327,420.9629258517033,50.11156847695391
462,421.7675330661321,421.7665330661321,50.10444851703407
463,422.571140280561,422.570140280561,50.09732855711423
464,423.37474749498983,423.37374749498986,50.09020859719439
465,424.1783547094187,424.1773547094187,50.08308863727455
466,424.98196192384756,424.9809619238476,50.07673204778295
467,425.7855691382764,425.7845691382764,50.07402687374749
468,426.5891763527053,426.5881763527053,50.072210721442886
469,427.3927835671341,427.3917835671341,50.07039456913829
470,428.19639078156297,428.195390781563,50.068578416833674
471,428.9999979959918,428.9989979959918,50.06676226452906
472,429.8036052104207,429.80260521042067,50.064946112224455
473,430.6072124248495,430.6062124248495,50.06312995991985
474,431.4108196392784,431.4098196392784,50.061313807615235
475,432.21442685370727,432.2134268537073,50.05949765531062
476,433.0180340681361,433.0170340681361,50.05768150300601
477,433.82164128256494,433.82064128256496,50.055865350701396
478,434.62524849699383,434.62424849699386,50.0540491983968
479,435.42885571142267,435.4278557114227,50.052233046092184
480,436.2324629258515,436.23146292585153,50.05041689378757
481,437.03607014028034,437.0350701402803,50.048600741482964
482,437.83967735470924,437.83867735470926,50.04678458917836
483,438.643284569138,438.64228456913804,50.04496843687375
484,439.4468917835669,439.44589178356694,50.043152284569146
485,440.2504989979958,440.2494989979958,50.04133613226453
486,441.05410621242464,441.05310621242467,50.03951997995992
487,441.8577134268534,441.85671342685345,50.03770382765531
488,442.66132064128226,442.6603206412823,50.0358876753507
489,443.4649278557112,443.46392785571123,50.034071523046094
490,444.26853507014005,444.26753507014007,50.03225537074148
491,445.0721422845689,445.0711422845689,50.03043921843688
492,445.8757494989977,445.87474949899774,50.02862306613227
493,446.67935671342656,446.6783567134266,50.026806913827656
494,447.4829639278554,447.4819639278554,50.02499076152304
495,448.2865711422843,448.2855711422843,50.02317460921843
496,449.0901783567132,449.0891783567132,50.02135845691382
497,449.893785571142,449.89278557114204,50.01963769718997
498,450.6973927855708,450.6963927855708,50.018854308617236
499,451.50099999999975,451.4999999999998,50.018339999999995
